address,area,city,community_name,floor,listing_title,municipal_district,orientation,price,province,rooms,unit_price,url,year
文化大道-黄家湖南岸豹子山公园旁,89.28㎡,武汉,保利时光印象,（共6层）,央企保利清能拾光年超低18公摊 单价9800起优惠,,南向,100万,,3室2厅,11200元/㎡,https://wuhan.esf.fang.com/chushou/3_199187117.htm,2017年建
"珠山湖大道-川江池路以北,川江池一路以西",115㎡,武汉,弘阳天玺尚院,（共6层）,清栋单价5000多 政务中心旁 经开性价比楼盘,,南向,64万,,4室2厅,5565元/㎡,https://wuhan.esf.fang.com/chushou/3_199352997.htm,2006年建
四新-江堤中路三中旁(江堤中路与四新北路交汇处),116.4㎡,武汉,广电兰亭盛荟,（共45层）,广电兰亭盛荟 4室2厅 116.4平,,南北向,188万,,4室2厅,16151元/㎡,https://wuhan.esf.fang.com/chushou/3_199446309.htm,2006年建
文化大道-黄家湖畔·军运村南一公里·近地铁8号线,139.1㎡,武汉,建发金茂玺悦,（共34层）,黄家湖看湖别墅 现房8号线 送大花园和露台 双国企上下五层楼,,南北向,274万,,4室2厅,19698元/㎡,https://wuhan.esf.fang.com/chushou/3_199232262.htm,2019年建
三角湖-青年说,32.2㎡,武汉,青年说,（共18层）,新房:5.4米层高+有天然气+现房+金地物业+地鉄口商圈覆盖,,南北向,45.1万,,2室2厅,14006元/㎡,https://wuhan.esf.fang.com/chushou/3_199391304.htm,2020年建
四新-光明上海府邸,139.75㎡,武汉,光明上海府邸,（共31层）,光明上海府邸 4室2厅 139.75平,,东南向,205万,,4室2厅,14669元/㎡,https://wuhan.esf.fang.com/chushou/3_199469336.htm,2018年建
百步亭-江印,104㎡,武汉,江印,（共32层）,龙湖清能天曜+104精装三房+三轨环绕+配套齐全+特惠房源,,南北向,211万,,3室2厅,20288元/㎡,https://wuhan.esf.fang.com/chushou/3_199421920.htm,2019年建
四新-四新大道与江城大道交汇处,132.2㎡,武汉,海伦堡海悦世界,（共47层）,新房特价:海伦堡海悦世界+两地鉄交汇+小区环境好+配套齐全,,南北向,170.2万,,3室2厅,12874元/㎡,https://wuhan.esf.fang.com/chushou/3_199381876.htm,
吴家山-临空港大道·金北一路,100㎡,武汉,保利悦公馆,（共6层）,"带精装暖气,新房 三房朝南,超大阳台,现房",,南向,135万,,3室2厅,13500元/㎡,https://wuhan.esf.fang.com/chushou/3_199355233.htm,2021年建
吴家山-中国铁建江语城,101.31㎡,武汉,中国铁建江语城,（共32层）,中国铁建江语城双北师大101平8800现房,,南北向,84万,,3室2厅,8291元/㎡,https://wuhan.esf.fang.com/chushou/3_199213665.htm,2021年建
四新-晴川大道与四新南路交叉口西100米,129.2㎡,武汉,绿城金地凤起听澜,（共41层）,新房:汉阳滨江住宅+一线临江+129平精装三房+高品质+特惠,,南北向,250.2万,,3室2厅,19365元/㎡,https://wuhan.esf.fang.com/chushou/3_199391046.htm,
盘龙城-中城新时代,99㎡,武汉,中城新时代,（共15层）,"盘龙城 中城 一个零公摊的楼盘,精装现房,临2号线",,东南向,108万,,3室2厅,10909元/㎡,https://wuhan.esf.fang.com/chushou/3_199422815.htm,2021年建
四新-汉阳江城大道与四新北路交汇处(西南方向),90.39㎡,武汉,星光国际,（共30层）,精装3房 采光十足 老证 南北通透 挂东边户 中秧空调,,南北向,146万,,3室2厅,16152元/㎡,https://wuhan.esf.fang.com/chushou/3_199095913.htm,2017年建
七里庙-琴台大道与梅家湖交汇处,112.56㎡,武汉,汉江云赫,（共32层）,新房:112平精装修四房+汉阳内还+低密住宅+琴台旁+三地鉄,,南北向,189.5万,,4室2厅,16835元/㎡,https://wuhan.esf.fang.com/chushou/3_199487947.htm,
后官知音湖-知音湖大道·花博汇旁,140㎡,武汉,花博汇桃李春风,,花博汇景区 白天看花海 夜晚观星空 140平 精装现房,,东向,380万,,卧室：4个,27142元/㎡,https://wuhan.esf.fang.com/chushou/10_199503070.htm,
后官知音湖-融创山水拾间,95㎡,武汉,融创山水拾间,,独门独户独院!融创临江别墅!单价1w1起!带电梯理想院墅!!,,南向,114万,,卧室：3个,12000元/㎡,https://wuhan.esf.fang.com/chushou/10_199482179.htm,
关山-高新二路与光谷大道交汇处,178㎡,武汉,旭辉千山凌云,（共33层）,捡漏!旭辉千山凌云 178平4居 精装修 拎包入住 南北通透,,南北向,408万,,4室2厅,22921元/㎡,https://wuhan.esf.fang.com/chushou/3_199438555.htm,2021年建
七里庙-钰龙旭辉半岛,101㎡,武汉,钰龙旭辉半岛,（共32层）,精选新房:买房必看钰龙101㎡精装三房湖景 二环边,,南北向,165万,,3室2厅,16336元/㎡,https://wuhan.esf.fang.com/chushou/3_199379614.htm,2018年建
后湖-兴业路1号,125.9㎡,武汉,日月星城,（共11层）,复式 精装 拎包入住 门口地铁 永旺商圈日月星城,,南北向,310万,,5室2厅,24622元/㎡,https://wuhan.esf.fang.com/chushou/3_199468657.htm,2006年建
蔡甸-汉鑫街路与凤凰路交叉口(中核世纪广场旁),75.77㎡,武汉,花博汇漫漫城,（共24层）,急售!花博汇大三房!地铁口50米!买1层得2层!配套齐全!,,南北向,40万,,3室2厅,5279元/㎡,https://wuhan.esf.fang.com/chushou/3_199212900.htm,2019年建
红旗渠常青路-新湾路9号(地铁2号线长港路站附近),92.33㎡,武汉,盛世江城,（共42层）,电建地产盛世江城 2室2厅 92.33平,,东南向,170万,,2室2厅,18412元/㎡,https://wuhan.esf.fang.com/chushou/3_199500186.htm,2016年建
白沙洲-白沙心,106㎡,武汉,龙湖·天璞,（共35层）,武昌白沙洲 龙湖天字系列 高端品质住宅 自带天街,,南北向,210万,,3室2厅,19811元/㎡,https://wuhan.esf.fang.com/chushou/3_199510743.htm,2020年建
光谷东-光谷四路与神墩三路交汇处,122㎡,武汉,力高雍华年,（共4层）,光谷南新房别墅:122平使用面积600平+大院子+光谷别墅,,南北向,260万,,4室2厅,21311元/㎡,https://wuhan.esf.fang.com/chushou/3_199406766.htm,2021年建
汉西-解放大道与建设大道交汇处,80㎡,武汉,中国铁建·招商蛇口·国著上宸,（共6层）,"中国铁建·招商蛇口·国著上宸,您致电,我陪同,您选择,我建议",,南北向,170万,,2室2厅,21250元/㎡,https://wuhan.esf.fang.com/chushou/3_198975956.htm,2008年建
古田-长丰大道与古田二路交汇处,117㎡,武汉,龙湖春江郦城,（共33层）,硚口好房 古田二路轻轨 毛坯交付 国企品牌开发,,南向,160万,,3室2厅,13675元/㎡,https://wuhan.esf.fang.com/chushou/3_199501469.htm,2019年建
文化大道-黄家湖大道地铁8号线军运村站斜对面,113㎡,武汉,金茂华发武汉国际社区,（共6层）,现房!8号线军运村 金茂华发 稀缺6层高洋房现房 即买即住,,南北向,165万,,3室2厅,14601元/㎡,https://wuhan.esf.fang.com/chushou/3_199481931.htm,2006年建
四新-晴川大道与四新南路交叉口西100米,184㎡,武汉,绿城金地凤起听澜,（共46层）,"一线滨江豪宅典范,景观阳台,三轨交汇绿城品质开发",,南北向,445万,,4室2厅,24184元/㎡,https://wuhan.esf.fang.com/chushou/3_199427881.htm,2018年建
金银湖-金银湖办事处环湖二路6号,98.84㎡,武汉,汉口道6号,（共22层）,"央企品质,森系园林住宅,刚需三房,一站式配套,7号xian旁",,南北向,98万,,3室2厅,9915元/㎡,https://wuhan.esf.fang.com/chushou/3_199254208.htm,2020年建
宗关简易-解放大道与水厂二路交汇处,143㎡,武汉,首创天阅一江源,（共37层）,新盘 二环内 宗关口 南北通透 汉江旁 自带同济,,南北向,345万,,4室2厅,24125元/㎡,https://wuhan.esf.fang.com/chushou/3_199274775.htm,2021年建
后官知音湖-融创山水拾间,113㎡,武汉,融创山水拾间,,融创山水拾间 中法新城 后官湖畔 同济医院旁 叠拼别墅,,南向,111万,,卧室：4个,9823元/㎡,https://wuhan.esf.fang.com/chushou/10_199483845.htm,
竹叶山花桥-汉口-三眼桥,84㎡,武汉,福星惠誉星誉国际,（共24层）,二环口 毛坯两房 育才本校旁 新房无税,,南向,185万,,2室2厅,22023元/㎡,https://wuhan.esf.fang.com/chushou/3_199433292.htm,2019年建
四新-江城大道与墨水湖南湖交汇(墨水湖南岸),113.03㎡,武汉,招商公园1872,（共47层）,"招商公园1872怡府 中高楼层采光好,老证毛坯税费少",,西南向,178.8万,,3室2厅,15818元/㎡,https://wuhan.esf.fang.com/chushou/3_199452074.htm,2018年建
光谷东-花山大道与春和路交汇处,170㎡,武汉,华润联投半岛九里,（共6层）,光谷花山生态城 华润半岛九里 三面环湖小高层 低密度别墅,,南北向,505万,,4室2厅,29705元/㎡,https://wuhan.esf.fang.com/chushou/3_199486958.htm,2017年建
光谷东-神墩一路与高科园二路交汇处,143㎡,武汉,光谷南山府,（共6层）,"光谷准现房超值别墅!商业齐全,现清盘特惠!送花园露台",,南向,360万,,3室2厅,25174元/㎡,https://wuhan.esf.fang.com/chushou/3_199469321.htm,2022年建
光谷东-光谷洺悦天玺,142.25㎡,武汉,光谷洺悦天玺,（共33层）,钻石铝板洺悦天玺 光谷中心城 11号地鉄 17小旁 双公园,,南向,346万,,3室2厅,24323元/㎡,https://wuhan.esf.fang.com/chushou/3_199487557.htm,2022年建
光谷东-中建星光城,107.72㎡,武汉,中建星光城,（共27层）,近公园 妇幼旁 好楼层 诚心卖 清水毛坯 随时可以看房,,南北向,206万,,3室2厅,19123元/㎡,https://wuhan.esf.fang.com/chushou/3_199458544.htm,2017年建
鹦鹉大道-晴川大道与洲头五路交汇处,126.35㎡,武汉,越秀汉阳星汇云锦,（共33层）,"看房找杨希!一手房源无中芥费,精装修交付有特价房,一线观江景",,南北向,279万,,3室2厅,22081元/㎡,https://wuhan.esf.fang.com/chushou/3_199107721.htm,2021年建
汉正街-友谊南路与汉正街交汇处,175㎡,武汉,复星外滩中心,（共52层）,两江峯面大宅精装修 BFC准现房武汉之心 两江内环长江之眼,,南北向,570万,,4室2厅,32571元/㎡,https://wuhan.esf.fang.com/chushou/3_199491600.htm,2020年建
后湖-武汉市江岸区后湖汇悦天地附近,188.35㎡,武汉,百步亭金桥汇二期,（共4层）,三环内复式花园洋房带车位小区人车分流商圈成熟3号线市民之家,,南北向,340万,,5室2厅,18051元/㎡,https://wuhan.esf.fang.com/chushou/3_199463965.htm,2006年建
王家湾-汉阳大道黄金口地铁站A出口西行200米,89.69㎡,武汉,金地国际城,（共26层）,汉阳三环边+地铁口+8xxx起王家湾+金地国际城+不限够,,南向,75万,,3室2厅,8362元/㎡,https://wuhan.esf.fang.com/chushou/3_199440295.htm,2006年建
四新-江城大道与墨水湖南湖交汇(墨水湖南岸),126.78㎡,武汉,招商公园1872,（共29层）,"招商公园1872瑞府 3室2厅 126.78平,精装修。",,南向,233万,,3室2厅,18378元/㎡,https://wuhan.esf.fang.com/chushou/3_199469424.htm,2016年建
后湖-华宇旭辉星空,75.68㎡,武汉,华宇旭辉星空,（共24层）,地铁口新房流程 现房带天然气 特惠清盘中 买一得二,,南北向,100万,,3室1厅,13213元/㎡,https://wuhan.esf.fang.com/chushou/3_199427399.htm,2021年建
古田-中国·武汉·园博大道,133㎡,武汉,万科华生公园大道,（共6层）,四房两厅两卫 边户南北通透 万科品质 带精装修,,南北向,235万,,4室2厅,17669元/㎡,https://wuhan.esf.fang.com/chushou/3_199467122.htm,2018年建
光谷东-国采光立方,79.17㎡,武汉,国采光立方,（共17层）,"国采自住精装两室两厅一卫,满五诚心出售!",,南向,200万,,2室2厅,25262元/㎡,https://wuhan.esf.fang.com/chushou/3_199478725.htm,2017年建
汉西-解放大道与建设大道交汇处,96.34㎡,武汉,招商蛇口·国著上宸,（共6层）,正二环边+地铁口+国企开发+一线看江+优质教育+南北通透,,南北向,200万,,3室2厅,20759元/㎡,https://wuhan.esf.fang.com/chushou/3_199443422.htm,2006年建
二七-中山大道永泰路口(滨江苑旁),175.43㎡,武汉,华发外滩首府,（共45层）,华发 大四房 采光好无遮挡 外滩 专盘,,南北向,820万,,4室2厅,46742元/㎡,https://wuhan.esf.fang.com/chushou/3_199032597.htm,2021年建
钟家村-钟家村地铁站b出口旁,128.2㎡,武汉,远洋东方境世界观,（共57层）,新房:汉阳二环内+钟家村双口+远洋开发+归元寺旁+地暖新风,,南北向,315.2万,,3室2厅,24586元/㎡,https://wuhan.esf.fang.com/chushou/3_199422968.htm,2022年建
鹦鹉大道-建港路1号(鹦鹉大道建港路站旁),51㎡,武汉,复地海上海,（共40层）,"(现房)一线看江公寓,6号线地铁口汉阳二环,单价一万",,南北向,108万,,1室1厅,21176元/㎡,https://wuhan.esf.fang.com/chushou/3_199184000.htm,2017年建
汉正街-友谊南路与汉正街交汇处,175㎡,武汉,复星外滩中心,（共54层）,新开楼栋 BFC复星外滩汉口沿江内环线江景大平层精装豪宅,,南北向,570万,,3室2厅,32571元/㎡,https://wuhan.esf.fang.com/chushou/3_199491593.htm,2022年建
后湖-华宇旭辉星空,75㎡,武汉,华宇旭辉星空,（共19层）,"(新房)汉口二环地铁口,江岸区金桥永旺旁,复式三房总价低",,南北向,95万,,3室2厅,12666元/㎡,https://wuhan.esf.fang.com/chushou/3_199363697.htm,2021年建
塔子湖-塔子湖西路1号,141㎡,武汉,星悦城六期玺樾,（共6层）,"星悦城六期玺樾,141平4居,南北通透,精装修, 视野无遮挡",,南北向,288.5万,,4室2厅,20460元/㎡,https://wuhan.esf.fang.com/chushou/3_199423574.htm,2020年建
盘龙城-山海观,110.5㎡,武汉,山海观,（共24层）,山海观 单价8200 双依山傍水湖景房全新加推少量毛坯,,南北向,97万,,3室2厅,8778元/㎡,https://wuhan.esf.fang.com/chushou/3_199126135.htm,2021年建
光谷东-中建光谷之星,167.44㎡,武汉,中建光谷之星,（共17层）,光谷之星B区 靠驿山高尔夫 证满二 诚心出售385w可卖,,南北向,400万,,4室2厅,23889元/㎡,https://wuhan.esf.fang.com/chushou/3_199362073.htm,2017年建
硚口-解放大道与建设大道交汇处,106㎡,武汉,中国铁建·招商蛇口·国著上宸,（共6层）,"汉口2.5环汉口1872,多交汇三道三轨,名校,",,南北向,252万,,3室2厅,23773元/㎡,https://wuhan.esf.fang.com/chushou/3_199219096.htm,2006年建
白沙洲-洪山区白沙洲大道与八坦路交叉路口,117.15㎡,武汉,中建铂公馆,（共34层）,"冲刺新春认购!新2环中建铂公馆,天街學校齐全,毛坯价低自装修",,南北向,178万,,3室2厅,15194元/㎡,https://wuhan.esf.fang.com/chushou/3_199486472.htm,2022年建
古田-长丰大道与古田二路交汇处,128㎡,武汉,龙湖揽境,（共44层）,"大品牌开发商,物业服务好。龙湖天街旁。生活配套齐全",,南北向,180万,,3室2厅,14062元/㎡,https://wuhan.esf.fang.com/chushou/3_199311207.htm,
王家墩CBD-云飞路(辅仁小学CBD校区旁),123㎡,武汉,绿城·湖畔雲庐,（共33层）,"二环内!绿城开发,品质保障!首付100万入住中央CBD",,南向,350万,,4室2厅,28455元/㎡,https://wuhan.esf.fang.com/chushou/3_199385327.htm,2019年建
七里庙-钰龙旭辉半岛,115㎡,武汉,钰龙旭辉半岛,（共6层）,钰龙旭辉半岛 绝美湖景 高品质精装交付 电联享受新房折扣!,,南北向,228万,,3室2厅,19826元/㎡,https://wuhan.esf.fang.com/chushou/3_198517747.htm,2018年建
光谷东-高科园路与神墩二路交汇处(光谷六路站旁),128.07㎡,武汉,光谷188国际社区,（共23层）,光谷188国际社区 3室1厅 128.07平,,南向,315万,,3室2厅,24595元/㎡,https://wuhan.esf.fang.com/chushou/3_199504851.htm,2006年建
光谷东-花山生态新城花城大道与庆珪路交汇处,105㎡,武汉,交投华园,（共33层）,"光谷东单价1.7万直接认购,开发商直销无中芥费!首付45万",,南向,176万,,3室2厅,16761元/㎡,https://wuhan.esf.fang.com/chushou/3_199459597.htm,2020年建
古田-园博大道与古田一路交汇处,123㎡,武汉,绿城华生桂语朝阳,（共48层）,绿城华生桂语朝阳 对口崇仁路 十一初 精装交房 绿城物业,,南北向,200万,,3室2厅,16260元/㎡,https://wuhan.esf.fang.com/chushou/3_199486582.htm,2022年建
盘龙城-盘龙城经济开发区龙港大道8号,98.07㎡,武汉,城投·大桥龙城,（共1层）,"单价九千!无中芥费,无税费准现房,即买即入住!送家电专车接送",,南北向,85万,,3室2厅,8667元/㎡,https://wuhan.esf.fang.com/chushou/3_199483410.htm,2000年建
四新-绿地中央广场,128.2㎡,武汉,绿地中央广场,（共34层）,绿地中央广场 3室2厅 130.07平,,南北向,211万,,3室2厅,16458元/㎡,https://wuhan.esf.fang.com/chushou/3_199508524.htm,2016年建
四新-兰亭大境长江路地铁6号线老关村站东侧,105㎡,武汉,兰亭大境,（共45层）,不限够!!兰亭大境=江景住宅1+精装交付+双地铁口+准现房。,,南北向,145万,,3室2厅,13809元/㎡,https://wuhan.esf.fang.com/chushou/3_196860695.htm,2021年建
体育中心-沌口路99号,88㎡,武汉,武汉城建悦享湖璟,（共32层）,武汉城建悦享湖景 经开沌口人气楼盘 外校正对面教育多一项选择,,南向,97万,,3室2厅,11022元/㎡,https://wuhan.esf.fang.com/chushou/3_199482085.htm,2006年建
汉西-解放大道与建设大道交汇处,109.36㎡,武汉,汉口1872,（共30层）,新房:109平方正三房+南北通透大阳台+开发商直销+有特惠,,南北向,220万,,3室2厅,20117元/㎡,https://wuhan.esf.fang.com/chushou/3_199443419.htm,2022年建
光谷东-中建光谷之星,124.07㎡,武汉,中建光谷之星,（共33层）,中建光谷之星 通透三房 好户型 中间楼层 中间楼栋 随时看房,,南北向,311万,,3室2厅,25066元/㎡,https://wuhan.esf.fang.com/chushou/3_199468010.htm,2018年建
经开万达-葛洲坝紫郡兰园,45.67㎡,武汉,葛洲坝紫郡兰园,（共22层）,"永旺梦乐城旁,6号线地铁口,绿化率高,现房复式楼,低总价现房",,南向,41万,,2室2厅,8977元/㎡,https://wuhan.esf.fang.com/chushou/3_199148651.htm,2021年建
南湖花园-丁字桥路与岭南路交汇处,140.16㎡,武汉,万科新都会,（共38层）,"必看好房:武昌二环丁字桥,万科精装通透4房+配套成熟",,南北向,325.8万,,4室2厅,23244元/㎡,https://wuhan.esf.fang.com/chushou/3_199205050.htm,2020年建
七里庙-汉阳区龙阳大道33号,134.92㎡,武汉,南国明珠,（共11层）,南国明珠少有的毛坯大三房 好楼层 老证 随时看房 此房产证已,,南北向,210万,,3室2厅,15564元/㎡,https://wuhan.esf.fang.com/chushou/3_199461883.htm,2005年建
四新-四新中路与四新南路交汇处,126.2㎡,武汉,海格公馆,（共28层）,新房;海格公馆+方岛湿地公园+毛坯15500起地鉄口华师小,,南北向,178万,,3室2厅,14104元/㎡,https://wuhan.esf.fang.com/chushou/3_199148178.htm,2017年建
藏龙岛-光谷二路西,89㎡,武汉,美的雅居乐云筑,（共6层）,"光谷金融港美的云筑(新房), 小户型毛坯,总价130万左右!",,南向,130万,,3室2厅,14606元/㎡,https://wuhan.esf.fang.com/chushou/3_199446136.htm,2021年建
盘龙城-临空新城·地铁2号线宋家岗A出口旁,146.35㎡,武汉,武汉城建龙樾上城,（共6层）,准现房+汉口后花园+70年产权别墅+带60平花园+奢享家园,,南北向,228万,,3室2厅,15579元/㎡,https://wuhan.esf.fang.com/chushou/3_199340395.htm,2022年建
徐东-保利城,128㎡,武汉,保利城,（共33层）,徐东核心 保利城七期 收尾制作 毛坯交付 75-128平,,南北向,245万,,3室2厅,19140元/㎡,https://wuhan.esf.fang.com/chushou/3_199422934.htm,2016年建
七里庙-罗七路中段(麒麟站附近),75.32㎡,武汉,金龙琴台馨都,（共27层）,"老证过户,朝南户型,楼层好,采光充足,配套齐全",,南向,108万,,2室1厅,14338元/㎡,https://wuhan.esf.fang.com/chushou/3_199482464.htm,2013年建
经开万达-葛洲坝紫郡蘭园,75㎡,武汉,葛洲坝紫郡蘭园,（共25层）,精选现房75平复试 可做三房 6号线地铁口 永旺旁 可看江,,南北向,56万,,3室2厅,7466元/㎡,https://wuhan.esf.fang.com/chushou/3_199487776.htm,2019年建
后湖-塔子湖东路(梦湖花苑站向东150米),95.63㎡,武汉,光明上海公馆,（共34层）,"老证,清水毛坯!!!!!",,东南向,177万,,3室2厅,18508元/㎡,https://wuhan.esf.fang.com/chushou/3_198858951.htm,2006年建
七里庙-钰龙旭辉半岛,125㎡,武汉,钰龙旭辉半岛,（共32层）,必看好房:钰龙旭辉半岛125㎡精装通透三房边户可看湖公园旁,,南北向,203万,,3室2厅,16240元/㎡,https://wuhan.esf.fang.com/chushou/3_198470906.htm,2018年建
文化大道-鹏湖湾,108㎡,武汉,鹏湖湾,（共24层）,"小区汤逊湖,空气清新,园林式绿化小区,环境怡人!",,南北向,128万,,3室2厅,11851元/㎡,https://wuhan.esf.fang.com/chushou/3_199303632.htm,2021年建
白沙洲-洪山区白沙洲大道与八坦路交叉路口,111.3㎡,武汉,中建铂公馆,（共48层）,"武昌新二环,12号线地铁口,中建铂公馆,自带龙湖天街",,南北向,200万,,3室2厅,17969元/㎡,https://wuhan.esf.fang.com/chushou/3_199471229.htm,2022年建
光谷东-高新五路与光谷五路交叉口,98㎡,武汉,新希望锦粼九里,（共34层）,"投90亿地下空间走廊旁,新希望锦粼九里,毛坯3房诚心售",,南向,147万,,3室2厅,15000元/㎡,https://wuhan.esf.fang.com/chushou/3_199316779.htm,2022年建
金融港-光谷二路西,89㎡,武汉,美的雅居乐云筑,（共6层）,"光谷金融港美的云筑(新房), 小户型毛坯,总价120万左右!",,南向,120万,,3室2厅,13483元/㎡,https://wuhan.esf.fang.com/chushou/3_199211135.htm,2021年建
体育中心-金色港湾MIMI空间,23㎡,武汉,金色港湾MIMI空间,（共23层）,汉阳 沌口+拎包入住+总价19万起买精装修现房+3号线地铁旁,,南北向,19.8万,,1室1厅,8608元/㎡,https://wuhan.esf.fang.com/chushou/3_199485646.htm,2018年建
七里庙-芳草路与汉新大道交汇处(墨水湖以南),88.49㎡,武汉,和昌森林湖,（共18层）,和昌森林湖 2室2厅 88.49平,,南向,156万,,2室2厅,17629元/㎡,https://wuhan.esf.fang.com/chushou/3_199451037.htm,2016年建
文化大道-黄家湖大道地铁8号线军运村站斜对面,113㎡,武汉,金茂华发武汉国际社区,（共6层）,现房!8号线军运村 金茂华发 稀缺6层高洋房现房 即买即住,,南北向,165万,,3室2厅,14601元/㎡,https://wuhan.esf.fang.com/chushou/3_199317751.htm,2006年建
四新-绿地中央广场,151.94㎡,武汉,绿地中央广场,（共54层）,"绿地中央广场,房主狂甩高品质好房!",,南北向,183万,,3室2厅,12044元/㎡,https://wuhan.esf.fang.com/chushou/3_199467566.htm,2014年建
百步亭-江印,139.89㎡,武汉,江印,（共48层）,二七滨江+二环边江景房+双轨交+配套成熟,,南向,300万,,4室2厅,21445元/㎡,https://wuhan.esf.fang.com/chushou/3_199440168.htm,2022年建
塔子湖-三眼桥路·6号线唐家墩站B出口,115㎡,武汉,万科公园5号,（共6层）,汉口唐家墩 旁 万科公园5号 口 万科品质 精装修,,南北向,215万,,3室2厅,18695元/㎡,https://wuhan.esf.fang.com/chushou/3_199352495.htm,2018年建
宗关简易-硚口区解放大道与汉西路交汇处,97.77㎡,武汉,中建御景星城,（共33层）,解放大道沿线公园旁D铁口对崇仁路十一初 央企中建品质御景新城,,南北向,208万,,3室2厅,21274元/㎡,https://wuhan.esf.fang.com/chushou/3_199508562.htm,2020年建
四新-四新南路与四新中路交汇处(方岛公园旁),91.61㎡,武汉,新城璟悦城,（共34层）,老证 精装修 诚意出售随时看房 12号线地铁口 璟悦城,,南北向,156万,,3室2厅,17028元/㎡,https://wuhan.esf.fang.com/chushou/3_199140110.htm,2016年建
三阳路-沿江大道与三阳路交汇处(三阳路8号),207㎡,武汉,外滩柒号,（共6层）,"看!武汉市政府旁,内环滨江商务区,江景独占,外滩柒号",,西向,860万,,5室2厅,41545元/㎡,https://wuhan.esf.fang.com/chushou/3_199316713.htm,2022年建
宗关简易-解放大道与水厂二路交汇处,114.25㎡,武汉,首创天阅一江源,（共33层）,首创天阅一江源玻璃幕墙观景楼层环境优美统一装修,,南北向,285万,,3室2厅,24945元/㎡,https://wuhan.esf.fang.com/chushou/3_199274772.htm,2019年建
经开万达-葛洲坝紫郡兰园,45.78㎡,武汉,葛洲坝紫郡兰园,（共25层）,现房!地铁口+永旺旁国博边+高性价比小复式+不限够,,南北向,38.5万,,2室2厅,8409元/㎡,https://wuhan.esf.fang.com/chushou/3_199173420.htm,2021年建
盘龙城-山海观,205㎡,武汉,山海观,（共3层）,新房:汉口70年产权临湖双拼别墅 户户带三面独立院子,,南北向,420万,,5室3厅,20487元/㎡,https://wuhan.esf.fang.com/chushou/3_199241870.htm,2020年建
后官知音湖-知音湖大道·花博汇旁,90㎡,武汉,花博汇桃李春风,,"花博汇桃李春风 蓝城品质 绿城物业,90平中式精装现房别墅",,南向,226万,,卧室：3个,25111元/㎡,https://wuhan.esf.fang.com/chushou/10_199160826.htm,
王家湾-万科新世纪翡翠滨江,118.1㎡,武汉,万科新世纪翡翠滨江,（共32层）,新房:万科精装修+有學校+特惠单价1.7万+商业齐全+可接送,,南北向,195万,,3室2厅,16511元/㎡,https://wuhan.esf.fang.com/chushou/3_199196795.htm,2018年建
吴家山-东原印未来,97.45㎡,武汉,东原印未来,（共18层）,1号口现房 单价1万好楼层 97到131平抄低公摊随时,,南北向,98万,,3室2厅,10056元/㎡,https://wuhan.esf.fang.com/chushou/3_199443658.htm,2021年建
将军路-金银潭大道96号,49.72㎡,武汉,碧桂园海昌克拉公馆,（共18层）,捡漏啦:后湖5.2米现房复式带學区 车位数量有限,,南北向,47万,,2室1厅,9452元/㎡,https://wuhan.esf.fang.com/chushou/3_199145665.htm,2021年建
鹦鹉大道-滨江大道188号,151㎡,武汉,世茂锦绣长江五期,（共55层）,世茂锦绣长江5期 毛坯 3房2厅3阳台 有钥匙 诚心,,南北向,350万,,3室2厅,23178元/㎡,https://wuhan.esf.fang.com/chushou/3_199312707.htm,2016年建
后湖-后湖华岭路与健康街交汇处(武汉市民之家旁),139.97㎡,武汉,汇悦天地,（共9层）,三环内花园洋房一梯两户小高层公摊小门口地铁永旺商圈花园小区,,东南向,410万,,4室2厅,29291元/㎡,https://wuhan.esf.fang.com/chushou/3_199471766.htm,2015年建
红钢城-华侨城创意设计中心,115㎡,武汉,华侨城红坊,（共6层）,"准现房,一梯队区,南北通透 一线滨江 周边配套成熟",,南北向,215万,,3室2厅,18695元/㎡,https://wuhan.esf.fang.com/chushou/3_199471433.htm,2019年建
光谷东-高新二路与大吕路交汇处,136㎡,武汉,恺德光谷熙园,（共34层）,"光谷四轨交汇,精装交付,特价 2W起 科技生活,商业齐全",,南北向,270万,,4室2厅,19852元/㎡,https://wuhan.esf.fang.com/chushou/3_199406203.htm,2018年建
四新-国博新城华江府,132㎡,武汉,国博新城华江府,（共33层）,"城投融创国博城,大三房,特价捡漏房源,来电咨询有优惠!",,南北向,186万,,3室2厅,14090元/㎡,https://wuhan.esf.fang.com/chushou/3_199422942.htm,2021年建
金银湖-金银湖办事处环湖二路6号,98㎡,武汉,汉口道6号,（共28层）,"央企现房。工抵房均价1万起,好楼层先到先得,自带商业体,毛坯",,南北向,112万,,3室2厅,11428元/㎡,https://wuhan.esf.fang.com/chushou/3_199335954.htm,2019年建
四新-芳草路与四新南路交汇处(四新南路路口以南),80.38㎡,武汉,开来都市丰景,（共40层）,双交汇 开来都市丰景 精装老证两房 万科物业 价格可谈,,南北向,126万,,2室2厅,15675元/㎡,https://wuhan.esf.fang.com/chushou/3_199098879.htm,2017年建
珠山湖大道-武地电建君樾府,112.9㎡,武汉,武地电建君樾府,（共31层）,"不限够武地电建汤湖观筑 112平,毛坯三房户型好 来电享折扣",,南北向,142万,,3室2厅,12577元/㎡,https://wuhan.esf.fang.com/chushou/3_197833391.htm,2020年建
