address,area,city,community_name,floor,listing_title,municipal_district,orientation,price,province,rooms,unit_price,url,year
四新-方岛|四新大道与芳草路交汇处,142㎡,武汉,方岛金茂智慧科学城,（共34层）,必看新房:方岛金茂不限够2成入住140精装科技房自带學区商业,,南北向,245万,,4室2厅,17253元/㎡,https://wuhan.esf.fang.com/chushou/3_199482448.htm,2019年建
光谷东-高科园路与神墩二路交汇处(光谷六路站旁),128.07㎡,武汉,光谷188国际社区,（共23层）,光谷188国际社区 好楼层 通透三房 双阳台 已封阳台打柜子,,南北向,315万,,3室2厅,24595元/㎡,https://wuhan.esf.fang.com/chushou/3_199467798.htm,2006年建
钢都-武汉·青山·和平大道与建设二路交会处,97㎡,武汉,大华锦绣时代,（共6层）,"青山繁荣地段,可望江,锦绣出品, 商业交通好配套齐全",,南北向,190万,,3室2厅,19587元/㎡,https://wuhan.esf.fang.com/chushou/3_199436602.htm,2022年建
鹦鹉大道-墨水湖南路与江堤中路交汇处,95㎡,武汉,弘阳印月府,（共34层）,必看新房:墨水湖公园旁弘阳95㎡精装三房对口學区钟小新二环内,,南北向,156万,,3室2厅,16421元/㎡,https://wuhan.esf.fang.com/chushou/3_199188700.htm,2019年建
中北路-中北路118号(原武重厂区),101.39㎡,武汉,复地东湖国际,（共32层）,此房满两年 小三房 明厨明卫 高楼层 采光充足,,东北向,488万,,3室1厅,48130元/㎡,https://wuhan.esf.fang.com/chushou/3_198647885.htm,2010年建
江夏大道-金龙大街与向阳港东路的交汇处,90㎡,武汉,宝业德信宸光里,（共27层）,现房!现房!宝业德信宸光里 即买即住 9号线腾讯总部旁,,南北向,90万,,3室2厅,10000元/㎡,https://wuhan.esf.fang.com/chushou/3_199436555.htm,2022年建
汉正街-友谊南路与汉正街交汇处,175㎡,武汉,复星外滩中心,（共6层）,惊爆价汉口内环28000! 汉正街板块精装现房 看两江交汇,,南北向,726万,,3室2厅,41485元/㎡,https://wuhan.esf.fang.com/chushou/3_199355780.htm,2006年建
三角湖-四新南路与新华园二路交汇处,116㎡,武汉,禹洲新希望·雍禧兰台,（共33层）,"三环内 低密别墅社区,精装交付准现房,捡漏房源单价13xxx",,南北向,168万,,3室2厅,14482元/㎡,https://wuhan.esf.fang.com/chushou/3_199475889.htm,2019年建
蔡甸-中粮祥云地铁小镇,95㎡,武汉,中粮祥云地铁小镇,（共32层）,"8月交房,央企住宅,4号线地铁口,首付两成三房两卫",,南北向,68万,,3室2厅,7157元/㎡,https://wuhan.esf.fang.com/chushou/3_199471989.htm,2024年建
竹叶山花桥-华中国际广场·云邸,84㎡,武汉,华中国际广场·云邸,（共19层）,"汉口江岸区,复式三房,单价一万,带天然气",,南北向,87万,,3室2厅,10357元/㎡,https://wuhan.esf.fang.com/chushou/3_199388224.htm,2021年建
王家湾-汉阳大道黄金口地铁站A出口西行200米,89.33㎡,武汉,金地国际城,（共28层）,三环边+四号线地铁口+均价8500+毛坯新房+不限够,,南向,76.5万,,3室2厅,8563元/㎡,https://wuhan.esf.fang.com/chushou/3_199440298.htm,2020年建
关山-高新二路与光谷大道交汇处,124.28㎡,武汉,旭辉千山凌云,（共33层）,准现房 光谷关山大道 旭辉千山凌云 豪华精装 旁 大体量,,南北向,315万,,3室2厅,25345元/㎡,https://wuhan.esf.fang.com/chushou/3_199458884.htm,2019年建
白沙洲-武昌南青菱西岸南郊路与杨林三路交汇处,90.48㎡,武汉,万科保利理想城市,（共33层）,"旁边12年华师,精装修现房,首付30万起,5号线正口",,南北向,110万,,3室2厅,12157元/㎡,https://wuhan.esf.fang.com/chushou/3_199486471.htm,2021年建
七里庙-钰龙旭辉半岛,125㎡,武汉,钰龙旭辉半岛,（共32层）,精选新房:钰龙旭辉半岛125㎡改善大三房 俯瞰墨水湖 赏湖景,,南北向,228万,,3室2厅,18240元/㎡,https://wuhan.esf.fang.com/chushou/3_199482141.htm,2018年建
塔子湖-和谐大道以北(地铁6号线杨汊湖站200米处),130.4㎡,武汉,融创融公馆,（共18层）,融创融公馆 3室2厅 130.4平,,南北向,311.9万,,3室2厅,23918元/㎡,https://wuhan.esf.fang.com/chushou/3_199468721.htm,2019年建
七里庙-琴台大道与梅家湖交汇处,126㎡,武汉,汉江云赫,（共32层）,新房:汉阳内huan+20%低公摊+低密度住宅+临江+单价低,,南北向,205.2万,,4室2厅,16285元/㎡,https://wuhan.esf.fang.com/chushou/3_199473144.htm,
王家湾-万科翡翠滨江,122㎡,武汉,万科翡翠滨江,（共16层）,必看新房:外地可买万科二环滨江112㎡精装三房自带商业对學区,,南北向,216万,,3室2厅,17704元/㎡,https://wuhan.esf.fang.com/chushou/3_199172881.htm,2019年建
王家湾-琴台大道与玉龙路交汇处,120.68㎡,武汉,保利庭瑞阅江台,（共22层）,汉阳 王家湾二环 央企保利现房 品质保证 精装交付 即买即住,,南北向,178万,,3室2厅,14749元/㎡,https://wuhan.esf.fang.com/chushou/3_199485457.htm,2021年建
经开万达-港湾江城,112㎡,武汉,港湾江城,（共33层）,现房+一线江景+精装修+送车位+不限G,,南北向,118万,,3室2厅,10535元/㎡,https://wuhan.esf.fang.com/chushou/3_199149915.htm,2015年建
光谷东-国采光立方,140.01㎡,武汉,国采光立方,（共5层）,"国采小洋房,满二带地下车位,南北通透东边户",,南北向,355万,,4室2厅,25355元/㎡,https://wuhan.esf.fang.com/chushou/3_199459368.htm,2018年建
关山-高新二路与光谷大道交汇处,130㎡,武汉,旭辉千山凌云,（共56层）,旭辉千山凌云 电梯房 南北通透 3室2厅 房东急置换 诚意卖,,南北向,300万,,3室2厅,23076元/㎡,https://wuhan.esf.fang.com/chushou/3_199354867.htm,2021年建
光谷东-朗诗里程,88.95㎡,武汉,朗诗里程,（共34层）,朗诗里程 3室2厅 88.95平,,南北向,168万,,3室2厅,18887元/㎡,https://wuhan.esf.fang.com/chushou/3_199458421.htm,2015年建
光谷东-光谷四路与神墩三路交汇处,123㎡,武汉,力高雍华年,（共3层）,光谷新房捡漏!直降100万光谷现房联排别墅+实际面积623平,,南北向,267万,,4室2厅,21707元/㎡,https://wuhan.esf.fang.com/chushou/3_199497601.htm,2021年建
钟家村-钟家村地铁站b出口远洋东方境营销中心,72㎡,武汉,远洋东方境世界观蓝珀公馆,（共34层）,必看好房:钟家村地铁口精装两房现房拎包入住72㎡不限够學校旁,,南北向,88.5万,,2室2厅,12291元/㎡,https://wuhan.esf.fang.com/chushou/3_199115077.htm,2019年建
宗关简易-解放大道与水厂二路交汇处,142.18㎡,武汉,首创天阅一江源,（共33层）,"看到它,就是爱上它!首创天阅一江源,心中的太阳!开发商直销",,南北向,338.8万,,4室2厅,23828元/㎡,https://wuhan.esf.fang.com/chushou/3_199348914.htm,2020年建
四新-晴川大道与四新南路交叉口西100米,174.2㎡,武汉,绿城金地凤起听澜,（共41层）,新房:一线临江大平层+超大景观阳台+精装修+小区游泳池,,南北向,365.1万,,4室2厅,20958元/㎡,https://wuhan.esf.fang.com/chushou/3_199391068.htm,
四新-沌口三环线与江城大道交界处(永旺旁),52.2㎡,武汉,碧桂园泰富城,（共19层）,新房:5.2米层高+有天然气+方正户型+现房+商圈环绕+三房,,南北向,75.5万,,3室2厅,14463元/㎡,https://wuhan.esf.fang.com/chushou/3_199380707.htm,2018年建
塔子湖-兴业路与翠柏路的交汇处,77㎡,武汉,美联城观,（共32层）,新房稀缺小户型首付40万起汉口二环毛坯两房近金桥永旺,,南北向,145万,,2室2厅,18831元/㎡,https://wuhan.esf.fang.com/chushou/3_199471279.htm,2022年建
王家湾-汉阳大道孟家铺地铁站B出口,116㎡,武汉,保利青年荣耀,（共20层）,"金地国际城,首付2成,20万就可以买房。",,南北向,115万,,3室2厅,9913元/㎡,https://wuhan.esf.fang.com/chushou/3_199274932.htm,2020年建
光谷东-高科园路与神墩二路交汇处(光谷六路站旁),141.14㎡,武汉,光谷188国际社区,（共31层）,光谷东国企开发精装修南北通透四室两卫好房出售,,南北向,335万,,3室2厅,23735元/㎡,https://wuhan.esf.fang.com/chushou/3_199384891.htm,2006年建
将军路-武汉轨道交通8号线金潭路站C出口,127.93㎡,武汉,地铁时代云上城,（共33层）,8号线地铁口 云上城 国企开发毛坯房 免费带看,,南北向,150万,,3室2厅,11725元/㎡,https://wuhan.esf.fang.com/chushou/3_199465600.htm,2020年建
王家湾-琴台大道与玉龙路交汇处,120.88㎡,武汉,保利庭瑞阅江台,（共43层）,现房+汉江之眼+二环边+一线临江+保利阅江台+精装通透3房,,南北向,186万,,3室2厅,15387元/㎡,https://wuhan.esf.fang.com/chushou/3_199440306.htm,2018年建
常青花园-常青花园花园中路573号,93㎡,武汉,百步亭长青壹号,（共40层）,"(现房)汉口常青花园现房住宅,双地铁口400米",,南北向,170万,,2室2厅,18279元/㎡,https://wuhan.esf.fang.com/chushou/3_199339675.htm,2021年建
鹦鹉大道-墨水湖南路与江堤中路交汇处,75㎡,武汉,弘阳印月府,（共32层）,返乡置业手选:对口學区钟家村小學公园旁交通便利75㎡精装修,,南北向,119万,,2室2厅,15866元/㎡,https://wuhan.esf.fang.com/chushou/3_198470064.htm,2018年建
南湖花园-丁字桥路与岭南路交汇处,140㎡,武汉,万科新都会,（共50层）,武商梦时代旁 万科物业 目送式教育 无遮挡 对口武珞路卓刀泉,,南向,291.5万,,4室2厅,20821元/㎡,https://wuhan.esf.fang.com/chushou/3_199464866.htm,2022年建
光谷-珞瑜东路189号(珞瑜路与关山二路交汇处),130.48㎡,武汉,华乐花园,（共12层）,"华科旁口 华乐花园 房源采光好,中间楼层 随时看房",,南北向,190万,,3室2厅,14561元/㎡,https://wuhan.esf.fang.com/chushou/3_199363823.htm,2005年建
四新-绿地国博中心,40㎡,武汉,绿地国博中心,（共43层）,绿地国博中心 46平2居 一线看江 视野 绝佳,,南北向,34万,,2室2厅,8500元/㎡,https://wuhan.esf.fang.com/chushou/3_199495384.htm,2022年建
吴家山-轻轨1号线三店站D出口,94㎡,武汉,新城桃李郡,（共15层）,对口北师大 准现房 1号线泾河口旁 临空港经济开发区,,南北向,85万,,3室2厅,9042元/㎡,https://wuhan.esf.fang.com/chushou/3_199241323.htm,2020年建
四新-晴川大道与四新南路交叉口西100米,141.2㎡,武汉,绿城金地凤起听澜,（共41层）,新房:142平精装修大气三房+送新风地暖+可看江景+环境舒适,,南北向,276.54万,,3室2厅,19584元/㎡,https://wuhan.esf.fang.com/chushou/3_199427864.htm,2017年建
吴家山-武汉二十四城,123㎡,武汉,武汉二十四城,（共33层）,武汉二十四城 东西湖热销红盘 湖景房 数谷的核心位置,,南北向,130万,,3室2厅,10569元/㎡,https://wuhan.esf.fang.com/chushou/3_199370666.htm,2021年建
宗关简易-硚口区解放大道与汉西路交汇处,121.97㎡,武汉,中建御景星城,（共32层）,新房:准现房122平+清盘优惠+汉口核心+单价2-2.2w,,南北向,270.3万,,3室2厅,22161元/㎡,https://wuhan.esf.fang.com/chushou/3_199510030.htm,2020年建
百步亭-温馨路与景秀街交汇处(汉口城市广场旁),102.29㎡,武汉,星河2049,（共30层）,不线购首付2成后湖新盘 星河2049 毛坯交付15000/平,,南北向,170万,,3室2厅,16619元/㎡,https://wuhan.esf.fang.com/chushou/3_199437983.htm,2022年建
文化大道-黄家湖畔·军运村南一公里·近地铁8号线,139.1㎡,武汉,建发金茂玺悦,（共34层）,"工抵价别墅,国企现房建发金茂,买1送2面积宽绰,买即住",,南北向,269万,,4室2厅,19338元/㎡,https://wuhan.esf.fang.com/chushou/3_199316265.htm,2022年建
光谷东-中海光谷东麓,103㎡,武汉,中海光谷东麓,（共36层）,72平通透两房!85平三房!总价100万起买光谷地铁口住宅!,,南北向,116万,,3室2厅,11262元/㎡,https://wuhan.esf.fang.com/chushou/3_199436577.htm,2017年建
光谷东-神墩一路与高科园二路交汇处,143㎡,武汉,光谷南山府,（共6层）,"光谷准现房超值别墅!380万起!商业齐全,超大赠送",,南向,375万,,3室2厅,26223元/㎡,https://wuhan.esf.fang.com/chushou/3_199459738.htm,2022年建
七里庙-四新北路与芳草路交汇处(汉阳麦德龙旁),157.38㎡,武汉,招商樾望,（共46层）,"招商物业,南北双阳台,前后无遮挡,一线看方岛",,西南向,270万,,4室2厅,17155元/㎡,https://wuhan.esf.fang.com/chushou/3_199509930.htm,2019年建
吴家山-轻轨1号线五环大道站旁,100㎡,武汉,金辉江樾云著,（共48层）,东西湖吴家山核心 公摊17% 引进 1号线五环大道口,,南北向,115万,,3室2厅,11500元/㎡,https://wuhan.esf.fang.com/chushou/3_199422234.htm,2022年建
盘龙城-城投丰山府,108.11㎡,武汉,城投丰山府,（共1层）,开发商直销新房!无中芥费!无税费无后期费用!随时看房现房实体,,南北向,99万,,3室2厅,9157元/㎡,https://wuhan.esf.fang.com/chushou/3_199488539.htm,2000年建
青山-华侨城创意设计中心,125㎡,武汉,华侨城·红坊,（共32层）,新房:125平大气三房+南北通透大阳台+华侨城高品质+可接送,,南北向,254.1万,,3室2厅,20328元/㎡,https://wuhan.esf.fang.com/chushou/3_199205603.htm,2025年建
后官知音湖-世茂龙湾别墅,99.24㎡,武汉,世茂龙湾别墅,,"世茂国风别墅11/12期加推,送石墙花园实地看房 130万起",,南向,150万,,卧室：3个,15114元/㎡,https://wuhan.esf.fang.com/chushou/10_198425161.htm,
红钢城-华侨城创意设计中心,115㎡,武汉,华侨城红坊,（共32层）,新房:115平大气三房+大阳台+三开间朝南+开发商直销+免佣,,南北向,221.2万,,3室2厅,19234元/㎡,https://wuhan.esf.fang.com/chushou/3_199387428.htm,2025年建
光谷东-高新四路与光谷四路交汇处,108㎡,武汉,光谷鼎正悦府,（共6层）,东湖高新 小高层 双公园围绕临空轨 低密度社区 单价1.8起,,南北向,195万,,3室2厅,18055元/㎡,https://wuhan.esf.fang.com/chushou/3_199472348.htm,2006年建
四新-晴川大道与四新南路交叉口西100米,184㎡,武汉,绿城金地凤起听澜,（共46层）,"一线滨江豪宅典范,景观阳台,三轨交汇绿城品质开发",,南北向,445万,,4室2厅,24184元/㎡,https://wuhan.esf.fang.com/chushou/3_199427881.htm,2018年建
硚口-解放大道与建设大道交汇处,98.2㎡,武汉,中国铁建·招商蛇口·国著上宸,（共32层）,96平毛坯三房+南北通透+地鉄口+方正户型+配套齐全,,南北向,195万,,3室2厅,19857元/㎡,https://wuhan.esf.fang.com/chushou/3_199145693.htm,2020年建
金融港-光谷二路西,104.72㎡,武汉,美的雅居乐云筑,（共33层）,"光谷东,金融港旁,口,品质三房,刚需上车,找我享团购价",,南向,148万,,3室2厅,14132元/㎡,https://wuhan.esf.fang.com/chushou/3_199348926.htm,2021年建
吴家山-轻轨1号线三店站D出口,94㎡,武汉,新城桃李郡,（共23层）,单价8千起 对口重点华师大 新城桃李郡 1号线地铁口 准现房,,南北向,90万,,3室2厅,9574元/㎡,https://wuhan.esf.fang.com/chushou/3_199385333.htm,2022年建
后官知音湖-金地朗悦,78㎡,武汉,金地朗悦,（共19层）,新房:吾悦广场旁+地鉄口三房+单价3800+总价30w+复式,,南北向,79万,,3室2厅,10128元/㎡,https://wuhan.esf.fang.com/chushou/3_199350296.htm,
光谷东-中建星光城,105.09㎡,武汉,中建星光城,（共34层）,中建星光城 业主诚心卖 随时可看 三房两卫 户型方正,,南北向,197万,,3室2厅,18745元/㎡,https://wuhan.esf.fang.com/chushou/3_199436494.htm,2022年建
光谷-泷悦华府,124.03㎡,武汉,泷悦华府,（共32层）,泷悦华府不临街 两证满间楼层 业主急售 随时看房拼手速啦,,南北向,350万,,4室2厅,28218元/㎡,https://wuhan.esf.fang.com/chushou/3_199352206.htm,2006年建
吴家山-武汉二十四城,98㎡,武汉,武汉二十四城,（共34层）,对口长春街+七一 华润开发 武汉二十四城 百万方大盘,,南北向,95万,,3室2厅,9693元/㎡,https://wuhan.esf.fang.com/chushou/3_199461378.htm,2022年建
二七-汉口滨江国际金融城,134.75㎡,武汉,中信泰富滨江金融城,（共43层）,中信泰富滨江金融城 大三房 南北通透 有钥匙,,南北向,510万,,3室2厅,37847元/㎡,https://wuhan.esf.fang.com/chushou/3_199501446.htm,2020年建
南湖花园-丁字桥路与岭南路交汇处,140㎡,武汉,万科新都会,（共34层）,必看新房:武昌洪山丁字桥万科140㎡边户通透精装三房自带學校,,南北向,338万,,4室2厅,24142元/㎡,https://wuhan.esf.fang.com/chushou/3_199149197.htm,2019年建
珠山湖大道-智慧生态城设法山路与川江池一路交汇处,102.61㎡,武汉,北辰经开优+,（共33层）,经开主城 6XXX买地铁国企品牌金地物业舒适三房,,南北向,70万,,3室2厅,6821元/㎡,https://wuhan.esf.fang.com/chushou/3_199427379.htm,2021年建
文化大道-黄家湖南岸豹子山公园旁,109.03㎡,武汉,保利时光印象,（共32层）,"地鉄8号延长线,精装交付,保利物业,楼下是公园",,南北向,121万,,3室2厅,11097元/㎡,https://wuhan.esf.fang.com/chushou/3_199187128.htm,2021年建
钟家村-武汉城建汉阳印象,140.2㎡,武汉,武汉城建汉阳印象,（共31层）,新房:准现房!公摊23%!地铁口+坐拥内环配套+钟家村小!,,南北向,278.5万,,4室2厅,19864元/㎡,https://wuhan.esf.fang.com/chushou/3_199421993.htm,
塔子湖-绿柳路与秋桂街交汇处东北部,106㎡,武汉,武汉城建·信达|后湖里,（共32层）,新房:江汉区现房+双地鉄口+双国企开发+自带商业+106三房,,南北向,210.5万,,3室2厅,19858元/㎡,https://wuhan.esf.fang.com/chushou/3_199488367.htm,
三角湖-青年说,32.2㎡,武汉,青年说,（共18层）,新房:5.4米层高+有天然气+现房+金地物业+地鉄口商圈覆盖,,南北向,45.2万,,2室2厅,14037元/㎡,https://wuhan.esf.fang.com/chushou/3_199088740.htm,2020年建
光谷东-中建光谷之星,167.44㎡,武汉,中建光谷之星,（共17层）,中建光谷之星 远眺驿山高尔夫美景 四开间朝南 经典两梯两户,,南北向,400万,,4室2厅,23889元/㎡,https://wuhan.esf.fang.com/chushou/3_199490910.htm,2017年建
四新-电建地产洺悦江湾,136㎡,武汉,电建地产洺悦江湾,（共6层）,必看好房:汉阳滨江央企一线精装江景 特价1.4w全年龄段教育,,南北向,190万,,4室2厅,13970元/㎡,https://wuhan.esf.fang.com/chushou/3_199354664.htm,2006年建
四新-武汉国博新城,99㎡,武汉,武汉国博新城,（共32层）,必看新房:汉阳新房不限够1.3国博99三房带學区有地铁带商业,,南北向,138.8万,,3室2厅,14020元/㎡,https://wuhan.esf.fang.com/chushou/3_199394407.htm,2019年建
钢都-武汉·青山·和平大道与建设二路交会处,115㎡,武汉,大华锦绣时代,（共33层）,青山现房众圆5号线口吉庆街任家路大华锦绣时代,,南北向,218万,,3室2厅,18956元/㎡,https://wuhan.esf.fang.com/chushou/3_199236724.htm,2021年建
红旗渠常青路-新湾路9号(地铁2号线长港路站附近),92.33㎡,武汉,盛世江城,（共42层）,电建地产盛世江城 2室2厅 92.33平,,东南向,170万,,2室2厅,18412元/㎡,https://wuhan.esf.fang.com/chushou/3_199500186.htm,2016年建
古田-汉口·一号线·宜家荟聚旁,124㎡,武汉,天纵云邸,（共6层）,三环内 一号线口 宜家旁 特价14XXX 看房找小柯,,南向,173万,,3室2厅,13951元/㎡,https://wuhan.esf.fang.com/chushou/3_199433313.htm,2006年建
四新-四新中路与四新南路交汇处,107.2㎡,武汉,海格公馆,（共45层）,新房:海格公馆+双地鉄口+四新万达旁+方岛核心+有特惠,,南北向,170万,,3室2厅,15858元/㎡,https://wuhan.esf.fang.com/chushou/3_199488406.htm,2018年建
体育中心-神龙大道与体育路交汇处,165㎡,武汉,招商·武汉城建未来中心,（共6层）,"开发区精装交付新房,3000的精装标准 ,经开高档楼盘,,",,南向,289万,,3室3厅,17515元/㎡,https://wuhan.esf.fang.com/chushou/3_199357727.htm,2021年建
青山-华侨城创意设计中心,99㎡,武汉,华侨城·红坊,（共34层）,必看好房:华侨城府大盘99㎡通透三房3房朝南带學区红钢城小,,南北向,190万,,3室2厅,19191元/㎡,https://wuhan.esf.fang.com/chushou/3_199216180.htm,2019年建
王家湾-王家湾汉阳大道地铁4号线永安堂C出口,88.49㎡,武汉,保利星河九洲,（共36层）,保利青年荣耀均价10500.汉阳王家湾附近!4号线口!毛坯交,,南北向,96.9万,,2室2厅,10950元/㎡,https://wuhan.esf.fang.com/chushou/3_199379645.htm,2018年建
后官知音湖-知音湖大道·花博汇旁,141㎡,武汉,花博汇桃李春风,,不限够 3号线文岭站 蓝城精装别墅 大花园面积86到200平,,南向,336万,,卧室：4个,23829元/㎡,https://wuhan.esf.fang.com/chushou/10_199160842.htm,
钟家村-武汉城建汉阳印象,120.25㎡,武汉,武汉城建汉阳印象,（共33层）,内环现房!钟家村商圈核心 国企品质好盘 醇熟配套,,南北向,220万,,3室2厅,18295元/㎡,https://wuhan.esf.fang.com/chushou/3_199385535.htm,2021年建
吴家山-轻轨1号线三店站D出口,80㎡,武汉,新城桃李郡,（共6层）,临空港红盘 新城桃李郡 即将加推 全场89折 华师9月开学,,南北向,68万,,2室2厅,8500元/㎡,https://wuhan.esf.fang.com/chushou/3_199481583.htm,2006年建
钟家村-钟家村地铁站b出口旁,164.08㎡,武汉,远洋东方境世界观,（共45层）,汉阳核心豪宅 远洋太古里商圈 归元寺旁 钟家村双口,,南北向,415万,,4室2厅,25292元/㎡,https://wuhan.esf.fang.com/chushou/3_199471617.htm,2021年建
百步亭-江印,87.06㎡,武汉,江印,（共34层）,二七滨江商务区 解放大道旁 1号线丹水池口 稀缺两房,,南北向,182万,,2室2厅,20905元/㎡,https://wuhan.esf.fang.com/chushou/3_199422177.htm,2022年建
吴家山-临空港大道·金北一路,100㎡,武汉,保利悦公馆,（共32层）,"(准现房)一号线口,央企精装住宅三房,单价1.2万",,南北向,120万,,3室2厅,12000元/㎡,https://wuhan.esf.fang.com/chushou/3_199490001.htm,2020年建
光谷东-光谷六路与神墩一路交汇处,187.73㎡,武汉,光谷创新天地,（共31层）,光谷创新天地 开发商精装四房 宽敞采光好,,南向,368万,,4室2厅,19602元/㎡,https://wuhan.esf.fang.com/chushou/3_199458448.htm,2017年建
光谷东-东湖高新区光谷四路与神墩三路交汇处,108.17㎡,武汉,龙湖光谷城,（共34层）,"此房产证已办,南北通透,大阳台,地铁口,双公园",,南北向,280万,,3室2厅,25885元/㎡,https://wuhan.esf.fang.com/chushou/3_199459385.htm,2017年建
吴家山-革新大道与八方路交汇处,78㎡,武汉,保利清能拾光年,（共32层）,东西湖吴家山 国企保障 新房 南北通透 户型好78-104户,,南北向,70万,,2室2厅,8974元/㎡,https://wuhan.esf.fang.com/chushou/3_199483244.htm,2022年建
四新-四新中路与四新南路交汇处,107.2㎡,武汉,海格公馆,（共32层）,新房:毛坯105平三房+地鉄口100米+有學校+配套齐全,,南北向,159.2万,,3室2厅,14850元/㎡,https://wuhan.esf.fang.com/chushou/3_199381816.htm,
宗关简易-解放大道与水厂二路交汇处,125㎡,武汉,首创天阅一江源,（共6层）,国企品质 首创 公建化外立面 一线江景房 单价2.2W,,南向,300万,,3室2厅,24000元/㎡,https://wuhan.esf.fang.com/chushou/3_199335337.htm,2022年建
三角湖-地铁3号线汉阳客运站C出口,124㎡,武汉,地铁盛观尚城,（共40层）,"(新房)国企现房湖景住宅,三环内汉阳客运站旁,官士墩边",,南北向,179万,,3室2厅,14435元/㎡,https://wuhan.esf.fang.com/chushou/3_199478672.htm,2021年建
四新-长江路地铁6号线老关村站东侧,140.53㎡,武汉,兰亭大境,（共33层）,"不限够6/16口50米,13000任选一线亲江央企准现房",,南北向,175万,,4室2厅,12452元/㎡,https://wuhan.esf.fang.com/chushou/3_199484367.htm,2021年建
"古田-解放大道,轻轨一号线古田三路北出口",138㎡,武汉,千禧城,（共33层）,古田三路千禧城 万科物业 华师 近轻轨 精装修新房单价1,,南北向,276万,,3室2厅,20000元/㎡,https://wuhan.esf.fang.com/chushou/3_199508818.htm,2017年建
光谷东-珊瑚北路与九峰二路交汇处(新能源研究院北侧),87.94㎡,武汉,北大资源山水年华,（共33层）,北大资源山水年华二期 3室2厅 87.94平,,南向,175万,,3室2厅,19899元/㎡,https://wuhan.esf.fang.com/chushou/3_199437348.htm,2017年建
珠山湖大道-武地电建君樾府,113㎡,武汉,武地电建君樾府,（共33层）,"经开主城区,经开16号地铁口,央企开发小高层毛坯现房,好楼层",,南北向,89.6万,,3室2厅,7929元/㎡,https://wuhan.esf.fang.com/chushou/3_199427398.htm,2020年建
三角湖-四新南路与新华园二路交汇处,143㎡,武汉,禹洲新希望·雍禧兰台,（共3层）,三环内 稀缺70年别墅 雍禧兰台 惊爆价 只要你来让你满意,,南北向,249万,,4室2厅,17412元/㎡,https://wuhan.esf.fang.com/chushou/3_199354661.htm,2021年建
阳逻-京东大道与五一南路交汇处,103㎡,武汉,洺悦华府,（共26层）,长江新区阳逻开发区 央企现房洺悦华府 首付2成,,南北向,53万,,3室2厅,5145元/㎡,https://wuhan.esf.fang.com/chushou/3_199261756.htm,2019年建
文化大道-鹏湖湾,98㎡,武汉,鹏湖湾,（共6层）,7号线 近永旺 三面环湖 均价12500一线湖景房,,南向,127万,,3室2厅,12959元/㎡,https://wuhan.esf.fang.com/chushou/3_199368387.htm,2021年建
堤角-解放大道与堤边路交汇处(轻轨1号线藤子岗站),98㎡,武汉,幸福湾·星语,（共40层）,"(新房)汉口江岸区新房,一号线双地铁口,均价16000三房",,南北向,155万,,3室2厅,15816元/㎡,https://wuhan.esf.fang.com/chushou/3_199347951.htm,2018年建
钟家村-钟家村地铁站b出口远洋东方境营销中心,46.95㎡,武汉,远洋国际中心,（共27层）,特惠好房:均价1.15万+4.5米高复式通然气+内双地铁,,南北向,53.5万,,2室2厅,11395元/㎡,https://wuhan.esf.fang.com/chushou/3_199324865.htm,2021年建
王家湾-汉阳大道黄金口地铁站A出口西行200米,127㎡,武汉,金地国际城,（共32层）,"(新房)离王家湾四站路,首付25万,精装四房,边户",,南北向,127万,,4室2厅,10000元/㎡,https://wuhan.esf.fang.com/chushou/3_199358293.htm,2023年建
文化大道-珞狮南路延长线文化大道与环湖路交会处,108㎡,武汉,金融街金悦府,（共6层）,大花岭7号线特价房1.5万 国企 精装交付 品质住宅,,南北向,165.3万,,3室2厅,15305元/㎡,https://wuhan.esf.fang.com/chushou/3_199282313.htm,2019年建
光谷-喻家湖路16号(华科大东校区旁),108.7㎡,武汉,联投喻园,（共30层）,华科大联投喻园豪华装修小三房中高楼层安静居家好房,,南北向,319万,,3室2厅,29346元/㎡,https://wuhan.esf.fang.com/chushou/3_199355811.htm,2018年建
四新-江城大道与四新南路交汇处,72.11㎡,武汉,广电兰亭时代二期,（共28层）,兰亭时代 精装大两房 送车位 家电家具全送 赠送10平,,南北向,130万,,2室2厅,18028元/㎡,https://wuhan.esf.fang.com/chushou/3_199107631.htm,2018年建
葛店-红莲湖旅游度假区,160㎡,武汉,联发红墅东方别墅(鄂州),,业主急售大降价!别户!一家人的选择!房本满二!勿错过,,南向,112万,,卧室：4个,7000元/㎡,https://wuhan.esf.fang.com/chushou/10_199503505.htm,
红旗渠常青路-万科汉口传奇,121.21㎡,武汉,万科汉口传奇,（共48层）,万科汉口传奇 3室2厅 121.21平,,南向,270万,,3室2厅,22275元/㎡,https://wuhan.esf.fang.com/chushou/3_199500169.htm,2015年建
临空新城-华发越秀悦府,90㎡,武汉,华发越秀悦府,（共13层）,华发越秀双国企开发 2号航空总部正口 精装修直接拎包入住,,南北向,75万,,3室2厅,8333元/㎡,https://wuhan.esf.fang.com/chushou/3_199226121.htm,2020年建
工业四路-黄鹤路与明德路交汇处(杨春湖地铁站旁),117.31㎡,武汉,东湖金茂府,（共33层）,"210万东湖金茂府,准现房一梯一户,精装低公摊 找我便宜!",,南北向,232万,,3室2厅,19776元/㎡,https://wuhan.esf.fang.com/chushou/3_199488541.htm,2020年建
